LINKID,MASTER_RTE_NM,FromNode_Norm,ToNode_Norm,SegMid_M,Signal_M,Delta_M,Flow_Role,AADT_GIS
020192,,,,1889.6418151174826,119.85278421821954,1769.789030899263,Unknown,28136.0
020194,,,,13.819304827511452,197.07010342195994,-183.2507985944485,Unknown,42913.0
020194,,,,13.899652252041582,197.07010342195994,-183.17045116991835,Unknown,42913.0
020194,,,,16.492924357951253,2.299879936620892,14.193044421330361,AtSignal,42913.0
020194,,,,26.477242988842548,2.299879936620892,24.177363052221654,Unknown,42913.0
020194,,,,27.10778774793119,2.299879936620892,24.807907811310297,Unknown,42913.0
020194,,,,27.329950813901952,2.299879936620892,25.03007087728106,Unknown,42913.0
020194,,,,49.26328209340977,1.2321463718147334,48.031135721595035,Unknown,42913.0
020194,,,,55.490266399178374,1.2321463718147334,54.25812002736364,Unknown,42913.0
020194,,,,61.19623161393545,113.42014903023289,-52.22391741629744,Unknown,42913.0
020194,,,,70.67298166387656,1.2321463718147334,69.44083529206182,Unknown,42913.0
020194,,,,75.68638603914768,1.2321463718147334,74.45423966733294,Unknown,42913.0
020194,,,,81.39411040278846,113.42014903023289,-32.026038627444436,Unknown,42913.0
020194,,,,96.0079379806208,197.07010342195994,-101.06216544133915,Unknown,42913.0
020194,,,,98.5765130861329,2.299879936620892,96.27663314951201,Unknown,42913.0
020194,,,,99.0605626613586,2.299879936620892,96.7606827247377,Unknown,42913.0
020194,,,,111.38561269627908,0.935331930865164,110.45028076541392,Unknown,42913.0
020194,,,,120.06389463594127,1.2321463718147334,118.83174826412653,Unknown,42913.0
020194,,,,130.01375727266753,1.2321463718147334,128.7816109008528,Unknown,42913.0
020194,,,,134.72905257687708,2.299879936620892,132.42917264025618,Unknown,42913.0
020194,,,,136.7885717366495,2.299879936620892,134.4886918000286,Unknown,42913.0
020194,,,,209.47428612283503,197.07010342195994,12.404182700875083,AtSignal,42913.0
020194,,,,295.2389995610813,2.299879936620892,292.93911962446043,Unknown,42913.0
020194,,,,393.1936891912083,1.2321463718147334,391.96154281939357,Unknown,42913.0
020239,,,,1879.8782890062803,2016.261865587502,-136.38357658122163,Unknown,19522.0
020239,,,,2016.3436457451862,2016.261865587502,0.08178015768430669,AtSignal,19522.0
020239,,,,2809.862988195837,9.614657981491371,2800.2483302143455,Unknown,19522.0
020239,,,,3146.9627515090633,9.614657981491371,3137.348093527572,Unknown,19522.0
020241,,,,9.369324335254957,271.8846157539942,-262.51529141873925,Unknown,18153.0
020249,,,,16.02601067575192,50.410840008302856,-34.384829332550936,Unknown,17926.0
020249,,,,28.617168111855996,50.410840008302856,-21.79367189644686,Unknown,17926.0
020249,,,,31.248647082441412,50.410840008302856,-19.162192925861444,Unknown,17926.0
020249,,,,63.44009413411918,50.410840008302856,13.029254125816323,AtSignal,17926.0
020249,,,,66.25427272967818,50.410840008302856,15.843432721375322,Unknown,17926.0
020249,,,,110.38805792905859,50.410840008302856,59.977217920755734,Unknown,17926.0
020249,,,,110.99105957156425,50.410840008302856,60.580219563261394,Unknown,17926.0
020249,,,,186.10234008621,50.410840008302856,135.69150007790716,Unknown,17926.0
020249,,,,284.6506323620071,50.410840008302856,234.23979235370427,Unknown,17926.0
020249,,,,288.9487325325268,50.410840008302856,238.53789252422393,Unknown,17926.0
