model_name,model_family,alpha_fixed,alpha_estimate,fit_success,converged,hessian_warning_flag,convergence_warning_flag,covariance_warning_flag,covariance_error,warning_count,n_rows,total_crashes,zero_count_rows,aic,bic,log_likelihood,pearson_chi_square,residual_df,pearson_overdispersion_ratio,parameter_count,df_model,sparse_category_warning_count,interpretable,interpretability_note
NB0_exposure_only_active,estimated_alpha_negative_binomial,,0.9939164213599027,True,True,False,False,False,,6,2967,12414,831,13708.264284590741,13720.254897831323,-6852.132142295371,5994.08561689551,2966.0,2.0209324399512845,2,0.0,0,True,stable_for_internal_review
NB1_window_direction_active,estimated_alpha_negative_binomial,,7.362484282929577e-77,True,False,True,True,True,ValueError: need covariance of parameters for computing (unnormalized) covariances,8,2967,12414,831,,,,20436.69272487479,2964.0,6.8949705549510085,4,2.0,0,False,unstable_or_incomplete_covariance
NB2_add_access_no_interaction_active,estimated_alpha_negative_binomial,,3.7511459600887564e-13,True,False,True,True,True,ValueError: need covariance of parameters for computing (unnormalized) covariances,2,2967,12414,831,19755.893442846223,19803.85589580855,-9869.946721423112,20430.782833914574,2960.0,6.902291497944113,8,6.0,0,False,unstable_or_incomplete_covariance
NB3_access_interaction_no_speed_active,estimated_alpha_negative_binomial,,0.9613735955134721,True,True,False,False,False,,0,2967,12414,831,13670.555466807862,13742.499146251352,-6823.277733403931,6384.3513661650795,2956.0,2.1597941022209337,12,10.0,0,True,stable_for_internal_review
NB4_access_interaction_speed_simplified_active,estimated_alpha_negative_binomial,,1.6289756314397278e-41,True,False,True,True,True,ValueError: need covariance of parameters for computing (unnormalized) covariances,856,2967,12414,831,,,,20350.91166485221,2952.0,6.893940265871345,16,14.0,0,False,unstable_or_incomplete_covariance
