check_name,passed,observed,expected
crash_direction_fields_read_or_used,True,False,False
speed_not_used_for_upstream_downstream,True,False,False
scaffold_catchment_assignment_access_aadt_logic_changed,True,False,False
main_context_limited_to_0_2500ft,True,0,0
one_row_per_directional_bin,True,0,0
paired_pseudo_direction_inconsistencies,True,0,0
status_closure_110710_bins,True,110710,110710
known_status_vocabulary_only,True,,missing_no_route_compatible_speed|review_directionality_mismatch|review_route_mismatch|review_route_missing|review_unresolved_speed_conflict|stable_single_speed|stable_weighted_speed_transition
nearest_any_stable_promotion_absent,True,0,0
