reference_signal_id,crash_count,summary_type,bin_index_from_reference_signal,downstream,upstream,total_assigned,downstream_share,upstream_share,absolute_imbalance,imbalance_flag
signal_003501,,downstream_upstream_balance_by_signal,,7.0,7.0,14.0,0.5,0.5,0.0,balanced_or_low_count
signal_001392,,downstream_upstream_balance_by_signal,,5.0,5.0,10.0,0.5,0.5,0.0,balanced_or_low_count
signal_003418,,downstream_upstream_balance_by_signal,,5.0,5.0,10.0,0.5,0.5,0.0,balanced_or_low_count
signal_003867,,downstream_upstream_balance_by_signal,,4.0,4.0,8.0,0.5,0.5,0.0,balanced_or_low_count
signal_000720,,downstream_upstream_balance_by_signal,,3.0,3.0,6.0,0.5,0.5,0.0,balanced_or_low_count
signal_001379,,downstream_upstream_balance_by_signal,,3.0,3.0,6.0,0.5,0.5,0.0,balanced_or_low_count
signal_002450,,downstream_upstream_balance_by_signal,,1.0,1.0,2.0,0.5,0.5,0.0,balanced_or_low_count
signal_003331,,downstream_upstream_balance_by_signal,,1.0,1.0,2.0,0.5,0.5,0.0,balanced_or_low_count
signal_003420,,downstream_upstream_balance_by_signal,,1.0,1.0,2.0,0.5,0.5,0.0,balanced_or_low_count
signal_003741,,downstream_upstream_balance_by_signal,,1.0,1.0,2.0,0.5,0.5,0.0,balanced_or_low_count
