reference_signal_id,crash_count,summary_type,bin_index_from_reference_signal,side_relative_to_reference_to_anchor,downstream,upstream,total_assigned,downstream_share,upstream_share,absolute_imbalance,imbalance_flag
signal_001637,,downstream_upstream_balance_by_signal,,,25.0,17.0,42.0,0.595238,0.404762,8.0,balanced_or_low_count
signal_001410,,downstream_upstream_balance_by_signal,,,16.0,24.0,40.0,0.4,0.6,8.0,balanced_or_low_count
signal_000138,,downstream_upstream_balance_by_signal,,,21.0,13.0,34.0,0.617647,0.382353,8.0,balanced_or_low_count
signal_000878,,downstream_upstream_balance_by_signal,,,13.0,21.0,34.0,0.382353,0.617647,8.0,balanced_or_low_count
signal_002639,,downstream_upstream_balance_by_signal,,,12.0,20.0,32.0,0.375,0.625,8.0,balanced_or_low_count
signal_003120,,downstream_upstream_balance_by_signal,,,9.0,17.0,26.0,0.346154,0.653846,8.0,balanced_or_low_count
signal_000924,,downstream_upstream_balance_by_signal,,,8.0,16.0,24.0,0.333333,0.666667,8.0,balanced_or_low_count
signal_003130,,downstream_upstream_balance_by_signal,,,5.0,13.0,18.0,0.277778,0.722222,8.0,balanced_or_low_count
signal_003159,,downstream_upstream_balance_by_signal,,,5.0,13.0,18.0,0.277778,0.722222,8.0,balanced_or_low_count
signal_002092,,downstream_upstream_balance_by_signal,,,11.0,3.0,14.0,0.785714,0.214286,8.0,balanced_or_low_count
signal_000763,,downstream_upstream_balance_by_signal,,,10.0,2.0,12.0,0.833333,0.166667,8.0,balanced_or_low_count
signal_002435,,downstream_upstream_balance_by_signal,,,2.0,10.0,12.0,0.166667,0.833333,8.0,balanced_or_low_count
signal_002381,,downstream_upstream_balance_by_signal,,,9.0,1.0,10.0,0.9,0.1,8.0,extreme_90_10_or_more
signal_002631,,downstream_upstream_balance_by_signal,,,1.0,9.0,10.0,0.1,0.9,8.0,extreme_90_10_or_more
signal_000705,,downstream_upstream_balance_by_signal,,,8.0,0.0,8.0,1.0,0.0,8.0,balanced_or_low_count
signal_000308,,downstream_upstream_balance_by_signal,,,60.0,53.0,113.0,0.530973,0.469027,7.0,balanced_or_low_count
signal_000637,,downstream_upstream_balance_by_signal,,,27.0,34.0,61.0,0.442623,0.557377,7.0,balanced_or_low_count
signal_003869,,downstream_upstream_balance_by_signal,,,23.0,30.0,53.0,0.433962,0.566038,7.0,balanced_or_low_count
signal_000563,,downstream_upstream_balance_by_signal,,,27.0,20.0,47.0,0.574468,0.425532,7.0,balanced_or_low_count
signal_002466,,downstream_upstream_balance_by_signal,,,14.0,21.0,35.0,0.4,0.6,7.0,balanced_or_low_count
signal_001985,,downstream_upstream_balance_by_signal,,,20.0,13.0,33.0,0.606061,0.393939,7.0,balanced_or_low_count
signal_000042,,downstream_upstream_balance_by_signal,,,14.0,7.0,21.0,0.666667,0.333333,7.0,balanced_or_low_count
signal_000306,,downstream_upstream_balance_by_signal,,,7.0,14.0,21.0,0.333333,0.666667,7.0,balanced_or_low_count
signal_003114,,downstream_upstream_balance_by_signal,,,7.0,14.0,21.0,0.333333,0.666667,7.0,balanced_or_low_count
signal_000698,,downstream_upstream_balance_by_signal,,,6.0,13.0,19.0,0.315789,0.684211,7.0,balanced_or_low_count
signal_001273,,downstream_upstream_balance_by_signal,,,12.0,5.0,17.0,0.705882,0.294118,7.0,balanced_or_low_count
signal_000087,,downstream_upstream_balance_by_signal,,,4.0,11.0,15.0,0.266667,0.733333,7.0,balanced_or_low_count
signal_000990,,downstream_upstream_balance_by_signal,,,11.0,4.0,15.0,0.733333,0.266667,7.0,balanced_or_low_count
signal_003089,,downstream_upstream_balance_by_signal,,,4.0,11.0,15.0,0.266667,0.733333,7.0,balanced_or_low_count
signal_003891,,downstream_upstream_balance_by_signal,,,10.0,3.0,13.0,0.769231,0.230769,7.0,balanced_or_low_count
signal_001817,,downstream_upstream_balance_by_signal,,,9.0,2.0,11.0,0.818182,0.181818,7.0,balanced_or_low_count
signal_002286,,downstream_upstream_balance_by_signal,,,9.0,2.0,11.0,0.818182,0.181818,7.0,balanced_or_low_count
signal_001215,,downstream_upstream_balance_by_signal,,,8.0,1.0,9.0,0.888889,0.111111,7.0,balanced_or_low_count
signal_001163,,downstream_upstream_balance_by_signal,,,7.0,0.0,7.0,1.0,0.0,7.0,balanced_or_low_count
signal_002265,,downstream_upstream_balance_by_signal,,,7.0,0.0,7.0,1.0,0.0,7.0,balanced_or_low_count
signal_002833,,downstream_upstream_balance_by_signal,,,40.0,46.0,86.0,0.465116,0.534884,6.0,balanced_or_low_count
signal_002545,,downstream_upstream_balance_by_signal,,,24.0,30.0,54.0,0.444444,0.555556,6.0,balanced_or_low_count
signal_003828,,downstream_upstream_balance_by_signal,,,29.0,23.0,52.0,0.557692,0.442308,6.0,balanced_or_low_count
signal_000257,,downstream_upstream_balance_by_signal,,,21.0,27.0,48.0,0.4375,0.5625,6.0,balanced_or_low_count
signal_001630,,downstream_upstream_balance_by_signal,,,20.0,26.0,46.0,0.434783,0.565217,6.0,balanced_or_low_count
signal_000177,,downstream_upstream_balance_by_signal,,,18.0,24.0,42.0,0.428571,0.571429,6.0,balanced_or_low_count
signal_003337,,downstream_upstream_balance_by_signal,,,24.0,18.0,42.0,0.571429,0.428571,6.0,balanced_or_low_count
signal_002975,,downstream_upstream_balance_by_signal,,,16.0,22.0,38.0,0.421053,0.578947,6.0,balanced_or_low_count
signal_000370,,downstream_upstream_balance_by_signal,,,15.0,21.0,36.0,0.416667,0.583333,6.0,balanced_or_low_count
signal_001339,,downstream_upstream_balance_by_signal,,,15.0,21.0,36.0,0.416667,0.583333,6.0,balanced_or_low_count
signal_001870,,downstream_upstream_balance_by_signal,,,15.0,21.0,36.0,0.416667,0.583333,6.0,balanced_or_low_count
signal_001501,,downstream_upstream_balance_by_signal,,,11.0,17.0,28.0,0.392857,0.607143,6.0,balanced_or_low_count
signal_002312,,downstream_upstream_balance_by_signal,,,17.0,11.0,28.0,0.607143,0.392857,6.0,balanced_or_low_count
signal_002900,,downstream_upstream_balance_by_signal,,,17.0,11.0,28.0,0.607143,0.392857,6.0,balanced_or_low_count
signal_002702,,downstream_upstream_balance_by_signal,,,16.0,10.0,26.0,0.615385,0.384615,6.0,balanced_or_low_count
signal_002928,,downstream_upstream_balance_by_signal,,,7.0,13.0,20.0,0.35,0.65,6.0,balanced_or_low_count
signal_001012,,downstream_upstream_balance_by_signal,,,6.0,12.0,18.0,0.333333,0.666667,6.0,balanced_or_low_count
signal_000754,,downstream_upstream_balance_by_signal,,,11.0,5.0,16.0,0.6875,0.3125,6.0,balanced_or_low_count
signal_003708,,downstream_upstream_balance_by_signal,,,11.0,5.0,16.0,0.6875,0.3125,6.0,balanced_or_low_count
signal_000047,,downstream_upstream_balance_by_signal,,,2.0,8.0,10.0,0.2,0.8,6.0,balanced_or_low_count
signal_000786,,downstream_upstream_balance_by_signal,,,2.0,8.0,10.0,0.2,0.8,6.0,balanced_or_low_count
signal_001593,,downstream_upstream_balance_by_signal,,,2.0,8.0,10.0,0.2,0.8,6.0,balanced_or_low_count
signal_002523,,downstream_upstream_balance_by_signal,,,8.0,2.0,10.0,0.8,0.2,6.0,balanced_or_low_count
signal_002580,,downstream_upstream_balance_by_signal,,,2.0,8.0,10.0,0.2,0.8,6.0,balanced_or_low_count
signal_002923,,downstream_upstream_balance_by_signal,,,8.0,2.0,10.0,0.8,0.2,6.0,balanced_or_low_count
signal_001514,,downstream_upstream_balance_by_signal,,,7.0,1.0,8.0,0.875,0.125,6.0,balanced_or_low_count
signal_001605,,downstream_upstream_balance_by_signal,,,1.0,7.0,8.0,0.125,0.875,6.0,balanced_or_low_count
signal_003326,,downstream_upstream_balance_by_signal,,,7.0,1.0,8.0,0.875,0.125,6.0,balanced_or_low_count
signal_001729,,downstream_upstream_balance_by_signal,,,6.0,0.0,6.0,1.0,0.0,6.0,balanced_or_low_count
signal_001786,,downstream_upstream_balance_by_signal,,,6.0,0.0,6.0,1.0,0.0,6.0,balanced_or_low_count
signal_003410,,downstream_upstream_balance_by_signal,,,0.0,6.0,6.0,0.0,1.0,6.0,balanced_or_low_count
signal_003433,,downstream_upstream_balance_by_signal,,,0.0,6.0,6.0,0.0,1.0,6.0,balanced_or_low_count
signal_003559,,downstream_upstream_balance_by_signal,,,0.0,6.0,6.0,0.0,1.0,6.0,balanced_or_low_count
signal_001840,,downstream_upstream_balance_by_signal,,,54.0,59.0,113.0,0.477876,0.522124,5.0,balanced_or_low_count
signal_001662,,downstream_upstream_balance_by_signal,,,37.0,32.0,69.0,0.536232,0.463768,5.0,balanced_or_low_count
signal_002352,,downstream_upstream_balance_by_signal,,,18.0,23.0,41.0,0.439024,0.560976,5.0,balanced_or_low_count
signal_000014,,downstream_upstream_balance_by_signal,,,19.0,14.0,33.0,0.575758,0.424242,5.0,balanced_or_low_count
signal_003293,,downstream_upstream_balance_by_signal,,,14.0,19.0,33.0,0.424242,0.575758,5.0,balanced_or_low_count
signal_000093,,downstream_upstream_balance_by_signal,,,17.0,12.0,29.0,0.586207,0.413793,5.0,balanced_or_low_count
signal_003358,,downstream_upstream_balance_by_signal,,,12.0,17.0,29.0,0.413793,0.586207,5.0,balanced_or_low_count
signal_001097,,downstream_upstream_balance_by_signal,,,11.0,16.0,27.0,0.407407,0.592593,5.0,balanced_or_low_count
signal_000054,,downstream_upstream_balance_by_signal,,,10.0,15.0,25.0,0.4,0.6,5.0,balanced_or_low_count
signal_001235,,downstream_upstream_balance_by_signal,,,15.0,10.0,25.0,0.6,0.4,5.0,balanced_or_low_count
signal_002549,,downstream_upstream_balance_by_signal,,,13.0,8.0,21.0,0.619048,0.380952,5.0,balanced_or_low_count
signal_003205,,downstream_upstream_balance_by_signal,,,8.0,13.0,21.0,0.380952,0.619048,5.0,balanced_or_low_count
signal_000962,,downstream_upstream_balance_by_signal,,,7.0,12.0,19.0,0.368421,0.631579,5.0,balanced_or_low_count
signal_002084,,downstream_upstream_balance_by_signal,,,7.0,12.0,19.0,0.368421,0.631579,5.0,balanced_or_low_count
signal_002248,,downstream_upstream_balance_by_signal,,,11.0,6.0,17.0,0.647059,0.352941,5.0,balanced_or_low_count
signal_003131,,downstream_upstream_balance_by_signal,,,10.0,5.0,15.0,0.666667,0.333333,5.0,balanced_or_low_count
signal_003693,,downstream_upstream_balance_by_signal,,,5.0,10.0,15.0,0.333333,0.666667,5.0,balanced_or_low_count
signal_001914,,downstream_upstream_balance_by_signal,,,9.0,4.0,13.0,0.692308,0.307692,5.0,balanced_or_low_count
signal_001285,,downstream_upstream_balance_by_signal,,,8.0,3.0,11.0,0.727273,0.272727,5.0,balanced_or_low_count
signal_001319,,downstream_upstream_balance_by_signal,,,8.0,3.0,11.0,0.727273,0.272727,5.0,balanced_or_low_count
signal_001855,,downstream_upstream_balance_by_signal,,,3.0,8.0,11.0,0.272727,0.727273,5.0,balanced_or_low_count
signal_000752,,downstream_upstream_balance_by_signal,,,7.0,2.0,9.0,0.777778,0.222222,5.0,balanced_or_low_count
signal_000800,,downstream_upstream_balance_by_signal,,,2.0,7.0,9.0,0.222222,0.777778,5.0,balanced_or_low_count
signal_000926,,downstream_upstream_balance_by_signal,,,2.0,7.0,9.0,0.222222,0.777778,5.0,balanced_or_low_count
signal_000988,,downstream_upstream_balance_by_signal,,,7.0,2.0,9.0,0.777778,0.222222,5.0,balanced_or_low_count
signal_001229,,downstream_upstream_balance_by_signal,,,7.0,2.0,9.0,0.777778,0.222222,5.0,balanced_or_low_count
signal_002842,,downstream_upstream_balance_by_signal,,,7.0,2.0,9.0,0.777778,0.222222,5.0,balanced_or_low_count
signal_000700,,downstream_upstream_balance_by_signal,,,1.0,6.0,7.0,0.142857,0.857143,5.0,balanced_or_low_count
signal_000816,,downstream_upstream_balance_by_signal,,,6.0,1.0,7.0,0.857143,0.142857,5.0,balanced_or_low_count
signal_001026,,downstream_upstream_balance_by_signal,,,1.0,6.0,7.0,0.142857,0.857143,5.0,balanced_or_low_count
signal_001101,,downstream_upstream_balance_by_signal,,,6.0,1.0,7.0,0.857143,0.142857,5.0,balanced_or_low_count
signal_002125,,downstream_upstream_balance_by_signal,,,6.0,1.0,7.0,0.857143,0.142857,5.0,balanced_or_low_count
signal_002972,,downstream_upstream_balance_by_signal,,,6.0,1.0,7.0,0.857143,0.142857,5.0,balanced_or_low_count
signal_000040,,downstream_upstream_balance_by_signal,,,5.0,0.0,5.0,1.0,0.0,5.0,balanced_or_low_count
signal_000150,,downstream_upstream_balance_by_signal,,,5.0,0.0,5.0,1.0,0.0,5.0,balanced_or_low_count
signal_002375,,downstream_upstream_balance_by_signal,,,5.0,0.0,5.0,1.0,0.0,5.0,balanced_or_low_count
signal_001370,,downstream_upstream_balance_by_signal,,,37.0,33.0,70.0,0.528571,0.471429,4.0,balanced_or_low_count
signal_002406,,downstream_upstream_balance_by_signal,,,26.0,30.0,56.0,0.464286,0.535714,4.0,balanced_or_low_count
signal_003121,,downstream_upstream_balance_by_signal,,,22.0,18.0,40.0,0.55,0.45,4.0,balanced_or_low_count
signal_002273,,downstream_upstream_balance_by_signal,,,18.0,14.0,32.0,0.5625,0.4375,4.0,balanced_or_low_count
signal_000124,,downstream_upstream_balance_by_signal,,,16.0,12.0,28.0,0.571429,0.428571,4.0,balanced_or_low_count
signal_000018,,downstream_upstream_balance_by_signal,,,11.0,15.0,26.0,0.423077,0.576923,4.0,balanced_or_low_count
signal_000085,,downstream_upstream_balance_by_signal,,,15.0,11.0,26.0,0.576923,0.423077,4.0,balanced_or_low_count
signal_001445,,downstream_upstream_balance_by_signal,,,11.0,15.0,26.0,0.423077,0.576923,4.0,balanced_or_low_count
signal_001611,,downstream_upstream_balance_by_signal,,,11.0,15.0,26.0,0.423077,0.576923,4.0,balanced_or_low_count
signal_002157,,downstream_upstream_balance_by_signal,,,14.0,10.0,24.0,0.583333,0.416667,4.0,balanced_or_low_count
signal_003872,,downstream_upstream_balance_by_signal,,,14.0,10.0,24.0,0.583333,0.416667,4.0,balanced_or_low_count
signal_000012,,downstream_upstream_balance_by_signal,,,13.0,9.0,22.0,0.590909,0.409091,4.0,balanced_or_low_count
signal_003856,,downstream_upstream_balance_by_signal,,,13.0,9.0,22.0,0.590909,0.409091,4.0,balanced_or_low_count
signal_003096,,downstream_upstream_balance_by_signal,,,12.0,8.0,20.0,0.6,0.4,4.0,balanced_or_low_count
signal_000821,,downstream_upstream_balance_by_signal,,,11.0,7.0,18.0,0.611111,0.388889,4.0,balanced_or_low_count
signal_003199,,downstream_upstream_balance_by_signal,,,7.0,11.0,18.0,0.388889,0.611111,4.0,balanced_or_low_count
signal_001835,,downstream_upstream_balance_by_signal,,,5.0,9.0,14.0,0.357143,0.642857,4.0,balanced_or_low_count
signal_002350,,downstream_upstream_balance_by_signal,,,4.0,8.0,12.0,0.333333,0.666667,4.0,balanced_or_low_count
signal_000066,,downstream_upstream_balance_by_signal,,,7.0,3.0,10.0,0.7,0.3,4.0,balanced_or_low_count
signal_000581,,downstream_upstream_balance_by_signal,,,3.0,7.0,10.0,0.3,0.7,4.0,balanced_or_low_count
signal_000680,,downstream_upstream_balance_by_signal,,,7.0,3.0,10.0,0.7,0.3,4.0,balanced_or_low_count
signal_000963,,downstream_upstream_balance_by_signal,,,7.0,3.0,10.0,0.7,0.3,4.0,balanced_or_low_count
signal_001787,,downstream_upstream_balance_by_signal,,,7.0,3.0,10.0,0.7,0.3,4.0,balanced_or_low_count
signal_002201,,downstream_upstream_balance_by_signal,,,7.0,3.0,10.0,0.7,0.3,4.0,balanced_or_low_count
signal_002949,,downstream_upstream_balance_by_signal,,,7.0,3.0,10.0,0.7,0.3,4.0,balanced_or_low_count
signal_000184,,downstream_upstream_balance_by_signal,,,2.0,6.0,8.0,0.25,0.75,4.0,balanced_or_low_count
signal_000912,,downstream_upstream_balance_by_signal,,,6.0,2.0,8.0,0.75,0.25,4.0,balanced_or_low_count
signal_001851,,downstream_upstream_balance_by_signal,,,6.0,2.0,8.0,0.75,0.25,4.0,balanced_or_low_count
signal_002297,,downstream_upstream_balance_by_signal,,,6.0,2.0,8.0,0.75,0.25,4.0,balanced_or_low_count
signal_002333,,downstream_upstream_balance_by_signal,,,2.0,6.0,8.0,0.25,0.75,4.0,balanced_or_low_count
signal_002751,,downstream_upstream_balance_by_signal,,,6.0,2.0,8.0,0.75,0.25,4.0,balanced_or_low_count
signal_002974,,downstream_upstream_balance_by_signal,,,2.0,6.0,8.0,0.25,0.75,4.0,balanced_or_low_count
signal_003806,,downstream_upstream_balance_by_signal,,,2.0,6.0,8.0,0.25,0.75,4.0,balanced_or_low_count
signal_000277,,downstream_upstream_balance_by_signal,,,1.0,5.0,6.0,0.166667,0.833333,4.0,balanced_or_low_count
signal_000388,,downstream_upstream_balance_by_signal,,,5.0,1.0,6.0,0.833333,0.166667,4.0,balanced_or_low_count
signal_001205,,downstream_upstream_balance_by_signal,,,5.0,1.0,6.0,0.833333,0.166667,4.0,balanced_or_low_count
signal_002188,,downstream_upstream_balance_by_signal,,,5.0,1.0,6.0,0.833333,0.166667,4.0,balanced_or_low_count
signal_002544,,downstream_upstream_balance_by_signal,,,1.0,5.0,6.0,0.166667,0.833333,4.0,balanced_or_low_count
signal_002628,,downstream_upstream_balance_by_signal,,,5.0,1.0,6.0,0.833333,0.166667,4.0,balanced_or_low_count
signal_002907,,downstream_upstream_balance_by_signal,,,5.0,1.0,6.0,0.833333,0.166667,4.0,balanced_or_low_count
signal_002964,,downstream_upstream_balance_by_signal,,,1.0,5.0,6.0,0.166667,0.833333,4.0,balanced_or_low_count
signal_003245,,downstream_upstream_balance_by_signal,,,5.0,1.0,6.0,0.833333,0.166667,4.0,balanced_or_low_count
signal_003883,,downstream_upstream_balance_by_signal,,,1.0,5.0,6.0,0.166667,0.833333,4.0,balanced_or_low_count
signal_000493,,downstream_upstream_balance_by_signal,,,4.0,0.0,4.0,1.0,0.0,4.0,balanced_or_low_count
signal_000678,,downstream_upstream_balance_by_signal,,,0.0,4.0,4.0,0.0,1.0,4.0,balanced_or_low_count
signal_001133,,downstream_upstream_balance_by_signal,,,0.0,4.0,4.0,0.0,1.0,4.0,balanced_or_low_count
signal_002000,,downstream_upstream_balance_by_signal,,,0.0,4.0,4.0,0.0,1.0,4.0,balanced_or_low_count
signal_002402,,downstream_upstream_balance_by_signal,,,0.0,4.0,4.0,0.0,1.0,4.0,balanced_or_low_count
signal_002771,,downstream_upstream_balance_by_signal,,,0.0,4.0,4.0,0.0,1.0,4.0,balanced_or_low_count
signal_003102,,downstream_upstream_balance_by_signal,,,0.0,4.0,4.0,0.0,1.0,4.0,balanced_or_low_count
signal_003591,,downstream_upstream_balance_by_signal,,,4.0,0.0,4.0,1.0,0.0,4.0,balanced_or_low_count
signal_003745,,downstream_upstream_balance_by_signal,,,36.0,39.0,75.0,0.48,0.52,3.0,balanced_or_low_count
signal_001958,,downstream_upstream_balance_by_signal,,,31.0,34.0,65.0,0.476923,0.523077,3.0,balanced_or_low_count
signal_002171,,downstream_upstream_balance_by_signal,,,31.0,34.0,65.0,0.476923,0.523077,3.0,balanced_or_low_count
signal_001629,,downstream_upstream_balance_by_signal,,,25.0,28.0,53.0,0.471698,0.528302,3.0,balanced_or_low_count
signal_002280,,downstream_upstream_balance_by_signal,,,18.0,15.0,33.0,0.545455,0.454545,3.0,balanced_or_low_count
signal_002422,,downstream_upstream_balance_by_signal,,,15.0,18.0,33.0,0.454545,0.545455,3.0,balanced_or_low_count
signal_002570,,downstream_upstream_balance_by_signal,,,15.0,18.0,33.0,0.454545,0.545455,3.0,balanced_or_low_count
signal_000422,,downstream_upstream_balance_by_signal,,,13.0,16.0,29.0,0.448276,0.551724,3.0,balanced_or_low_count
signal_001728,,downstream_upstream_balance_by_signal,,,13.0,16.0,29.0,0.448276,0.551724,3.0,balanced_or_low_count
signal_000562,,downstream_upstream_balance_by_signal,,,11.0,14.0,25.0,0.44,0.56,3.0,balanced_or_low_count
signal_002264,,downstream_upstream_balance_by_signal,,,13.0,10.0,23.0,0.565217,0.434783,3.0,balanced_or_low_count
signal_003310,,downstream_upstream_balance_by_signal,,,13.0,10.0,23.0,0.565217,0.434783,3.0,balanced_or_low_count
signal_003861,,downstream_upstream_balance_by_signal,,,10.0,13.0,23.0,0.434783,0.565217,3.0,balanced_or_low_count
signal_001314,,downstream_upstream_balance_by_signal,,,12.0,9.0,21.0,0.571429,0.428571,3.0,balanced_or_low_count
signal_002411,,downstream_upstream_balance_by_signal,,,9.0,12.0,21.0,0.428571,0.571429,3.0,balanced_or_low_count
signal_003903,,downstream_upstream_balance_by_signal,,,12.0,9.0,21.0,0.571429,0.428571,3.0,balanced_or_low_count
signal_002677,,downstream_upstream_balance_by_signal,,,7.0,10.0,17.0,0.411765,0.588235,3.0,balanced_or_low_count
signal_000958,,downstream_upstream_balance_by_signal,,,8.0,5.0,13.0,0.615385,0.384615,3.0,balanced_or_low_count
signal_000966,,downstream_upstream_balance_by_signal,,,5.0,8.0,13.0,0.384615,0.615385,3.0,balanced_or_low_count
signal_001201,,downstream_upstream_balance_by_signal,,,5.0,8.0,13.0,0.384615,0.615385,3.0,balanced_or_low_count
signal_000191,,downstream_upstream_balance_by_signal,,,7.0,4.0,11.0,0.636364,0.363636,3.0,balanced_or_low_count
signal_000303,,downstream_upstream_balance_by_signal,,,7.0,4.0,11.0,0.636364,0.363636,3.0,balanced_or_low_count
signal_000923,,downstream_upstream_balance_by_signal,,,4.0,7.0,11.0,0.363636,0.636364,3.0,balanced_or_low_count
signal_001015,,downstream_upstream_balance_by_signal,,,4.0,7.0,11.0,0.363636,0.636364,3.0,balanced_or_low_count
signal_001568,,downstream_upstream_balance_by_signal,,,4.0,7.0,11.0,0.363636,0.636364,3.0,balanced_or_low_count
signal_002365,,downstream_upstream_balance_by_signal,,,4.0,7.0,11.0,0.363636,0.636364,3.0,balanced_or_low_count
signal_002944,,downstream_upstream_balance_by_signal,,,4.0,7.0,11.0,0.363636,0.636364,3.0,balanced_or_low_count
signal_003270,,downstream_upstream_balance_by_signal,,,4.0,7.0,11.0,0.363636,0.636364,3.0,balanced_or_low_count
signal_003864,,downstream_upstream_balance_by_signal,,,7.0,4.0,11.0,0.636364,0.363636,3.0,balanced_or_low_count
signal_000278,,downstream_upstream_balance_by_signal,,,3.0,6.0,9.0,0.333333,0.666667,3.0,balanced_or_low_count
signal_000423,,downstream_upstream_balance_by_signal,,,3.0,6.0,9.0,0.333333,0.666667,3.0,balanced_or_low_count
signal_000875,,downstream_upstream_balance_by_signal,,,6.0,3.0,9.0,0.666667,0.333333,3.0,balanced_or_low_count
signal_001296,,downstream_upstream_balance_by_signal,,,6.0,3.0,9.0,0.666667,0.333333,3.0,balanced_or_low_count
signal_000640,,downstream_upstream_balance_by_signal,,,5.0,2.0,7.0,0.714286,0.285714,3.0,balanced_or_low_count
signal_000830,,downstream_upstream_balance_by_signal,,,2.0,5.0,7.0,0.285714,0.714286,3.0,balanced_or_low_count
signal_000951,,downstream_upstream_balance_by_signal,,,5.0,2.0,7.0,0.714286,0.285714,3.0,balanced_or_low_count
signal_001238,,downstream_upstream_balance_by_signal,,,2.0,5.0,7.0,0.285714,0.714286,3.0,balanced_or_low_count
signal_001283,,downstream_upstream_balance_by_signal,,,2.0,5.0,7.0,0.285714,0.714286,3.0,balanced_or_low_count
signal_001474,,downstream_upstream_balance_by_signal,,,5.0,2.0,7.0,0.714286,0.285714,3.0,balanced_or_low_count
signal_001622,,downstream_upstream_balance_by_signal,,,5.0,2.0,7.0,0.714286,0.285714,3.0,balanced_or_low_count
signal_002268,,downstream_upstream_balance_by_signal,,,5.0,2.0,7.0,0.714286,0.285714,3.0,balanced_or_low_count
signal_002513,,downstream_upstream_balance_by_signal,,,2.0,5.0,7.0,0.285714,0.714286,3.0,balanced_or_low_count
signal_000106,,downstream_upstream_balance_by_signal,,,4.0,1.0,5.0,0.8,0.2,3.0,balanced_or_low_count
signal_000273,,downstream_upstream_balance_by_signal,,,1.0,4.0,5.0,0.2,0.8,3.0,balanced_or_low_count
signal_000362,,downstream_upstream_balance_by_signal,,,1.0,4.0,5.0,0.2,0.8,3.0,balanced_or_low_count
signal_000394,,downstream_upstream_balance_by_signal,,,4.0,1.0,5.0,0.8,0.2,3.0,balanced_or_low_count
signal_002048,,downstream_upstream_balance_by_signal,,,4.0,1.0,5.0,0.8,0.2,3.0,balanced_or_low_count
signal_002526,,downstream_upstream_balance_by_signal,,,4.0,1.0,5.0,0.8,0.2,3.0,balanced_or_low_count
signal_000214,,downstream_upstream_balance_by_signal,,,3.0,0.0,3.0,1.0,0.0,3.0,balanced_or_low_count
signal_000542,,downstream_upstream_balance_by_signal,,,3.0,0.0,3.0,1.0,0.0,3.0,balanced_or_low_count
signal_000625,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_000633,,downstream_upstream_balance_by_signal,,,3.0,0.0,3.0,1.0,0.0,3.0,balanced_or_low_count
signal_000792,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_000815,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_000869,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_000935,,downstream_upstream_balance_by_signal,,,3.0,0.0,3.0,1.0,0.0,3.0,balanced_or_low_count
signal_001548,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_001807,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_002711,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_003036,,downstream_upstream_balance_by_signal,,,3.0,0.0,3.0,1.0,0.0,3.0,balanced_or_low_count
signal_003264,,downstream_upstream_balance_by_signal,,,3.0,0.0,3.0,1.0,0.0,3.0,balanced_or_low_count
signal_003357,,downstream_upstream_balance_by_signal,,,0.0,3.0,3.0,0.0,1.0,3.0,balanced_or_low_count
signal_002302,,downstream_upstream_balance_by_signal,,,45.0,43.0,88.0,0.511364,0.488636,2.0,balanced_or_low_count
signal_003795,,downstream_upstream_balance_by_signal,,,31.0,29.0,60.0,0.516667,0.483333,2.0,balanced_or_low_count
signal_002245,,downstream_upstream_balance_by_signal,,,29.0,27.0,56.0,0.517857,0.482143,2.0,balanced_or_low_count
signal_001131,,downstream_upstream_balance_by_signal,,,22.0,24.0,46.0,0.478261,0.521739,2.0,balanced_or_low_count
signal_002511,,downstream_upstream_balance_by_signal,,,22.0,24.0,46.0,0.478261,0.521739,2.0,balanced_or_low_count
signal_002485,,downstream_upstream_balance_by_signal,,,21.0,23.0,44.0,0.477273,0.522727,2.0,balanced_or_low_count
signal_002479,,downstream_upstream_balance_by_signal,,,20.0,22.0,42.0,0.47619,0.52381,2.0,balanced_or_low_count
signal_002462,,downstream_upstream_balance_by_signal,,,17.0,19.0,36.0,0.472222,0.527778,2.0,balanced_or_low_count
signal_000750,,downstream_upstream_balance_by_signal,,,18.0,16.0,34.0,0.529412,0.470588,2.0,balanced_or_low_count
signal_001325,,downstream_upstream_balance_by_signal,,,16.0,14.0,30.0,0.533333,0.466667,2.0,balanced_or_low_count
signal_002339,,downstream_upstream_balance_by_signal,,,14.0,16.0,30.0,0.466667,0.533333,2.0,balanced_or_low_count
signal_000309,,downstream_upstream_balance_by_signal,,,13.0,15.0,28.0,0.464286,0.535714,2.0,balanced_or_low_count
signal_002303,,downstream_upstream_balance_by_signal,,,11.0,13.0,24.0,0.458333,0.541667,2.0,balanced_or_low_count
