scope,pair_symmetry_connection_key,reference_signal_id,directional_records,far_anchor_ids,far_anchor_types,roadway_representation_types,downstream_records,upstream_records,paired_id_missing_rows,paired_id_not_found_rows,has_required_pair,qa_status
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0085963_sgn_signal_003713_rc_0085963_rn_293364_44_106931_13_signal_003713_01_b_to_a||rds_oseg_rge_rc_0086295_sgn_signal_003713_rc_0086295_rn_293368_03_106917_90_signal_003713_01_a_to_b,signal_003713,2,rn_293364_44_106931_13|rn_293368_03_106917_90,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0086418_rn_291593_04_106886_59_sgn_signal_003400_rc_0086418_signal_003400_01_a_to_b||rds_oseg_rge_rc_0086447_rn_291588_92_106873_36_sgn_signal_003400_rc_0086447_signal_003400_01_b_to_a,signal_003400,2,rn_291588_92_106873_36|rn_291593_04_106886_59,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0090224_rn_169512_76_346068_76_sgn_signal_001619_rc_0090224_signal_001619_01_a_to_b||rds_oseg_rge_rc_0092207_rn_169500_49_346052_84_sgn_signal_001619_rc_0092207_signal_001619_01_b_to_a,signal_001619,2,rn_169500_49_346052_84|rn_169512_76_346068_76,non_signal_intersection|roadway_endpoint,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093071_sgn_signal_003374_rc_0093071_sgn_signal_003384_rc_0093071_signal_003384_01_b_to_a||rds_oseg_rge_rc_0093433_sgn_signal_003374_rc_0093433_sgn_signal_003384_rc_0093433_signal_003384_01_a_to_b,signal_003384,2,sgn_signal_003374_rc_0093071|sgn_signal_003374_rc_0093433,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093979_sgn_signal_000651_rc_0093979_sgn_signal_000652_rc_0093979_signal_000651_01_b_to_a||rds_oseg_rge_rc_0133250_sgn_signal_000651_rc_0133250_sgn_signal_000652_rc_0133250_signal_000651_01_a_to_b,signal_000651,2,sgn_signal_000652_rc_0093979|sgn_signal_000652_rc_0133250,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093979_sgn_signal_000653_rc_0093979_sgn_signal_000651_rc_0093979_signal_000651_01_a_to_b||rds_oseg_rge_rc_0133250_sgn_signal_000653_rc_0133250_sgn_signal_000651_rc_0133250_signal_000651_01_b_to_a,signal_000651,2,sgn_signal_000653_rc_0093979|sgn_signal_000653_rc_0133250,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093983_rn_112748_19_328764_62_sgn_signal_002499_rc_0093983_signal_002499_01_a_to_b||rds_oseg_rge_rc_0096360_rn_112766_37_328766_98_sgn_signal_002499_rc_0096360_signal_002499_01_b_to_a,signal_002499,2,rn_112748_19_328764_62|rn_112766_37_328766_98,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093983_sgn_signal_002499_rc_0093983_sgn_signal_002408_rc_0093983_signal_002499_01_b_to_a||rds_oseg_rge_rc_0096360_sgn_signal_002499_rc_0096360_sgn_signal_002408_rc_0096360_signal_002499_01_a_to_b,signal_002499,2,sgn_signal_002408_rc_0093983|sgn_signal_002408_rc_0096360,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093998_sgn_signal_000576_rc_0093998_rn_197025_23_321395_33_signal_000576_01_a_to_b||rds_oseg_rge_rc_0131063_sgn_signal_000576_rc_0131063_rn_197027_06_321416_52_signal_000576_01_b_to_a,signal_000576,2,rn_197025_23_321395_33|rn_197027_06_321416_52,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0093998_sgn_signal_000577_rc_0093998_sgn_signal_000576_rc_0093998_signal_000576_01_b_to_a||rds_oseg_rge_rc_0131063_sgn_signal_000577_rc_0131063_sgn_signal_000576_rc_0131063_signal_000576_01_a_to_b,signal_000576,2,sgn_signal_000577_rc_0093998|sgn_signal_000577_rc_0131063,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094027_sgn_signal_001902_rc_0094027_sgn_signal_002863_rc_0094027_signal_001902_01_a_to_b||rds_oseg_rge_rc_0133170_sgn_signal_001902_rc_0133170_sgn_signal_002863_rc_0133170_signal_001902_01_b_to_a,signal_001902,2,sgn_signal_002863_rc_0094027|sgn_signal_002863_rc_0133170,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094063_sgn_signal_000658_rc_0094063_rn_196295_39_320424_59_signal_000658_01_b_to_a||rds_oseg_rge_rc_0132828_sgn_signal_000658_rc_0132828_rn_196349_02_320414_18_signal_000658_01_a_to_b,signal_000658,2,rn_196295_39_320424_59|rn_196349_02_320414_18,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094063_sgn_signal_000659_rc_0094063_sgn_signal_000658_rc_0094063_signal_000658_01_a_to_b||rds_oseg_rge_rc_0132828_sgn_signal_000659_rc_0132828_sgn_signal_000658_rc_0132828_signal_000658_01_b_to_a,signal_000658,2,sgn_signal_000659_rc_0094063|sgn_signal_000659_rc_0132828,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094083_sgn_signal_003864_rc_0094083_sgn_signal_003762_rc_0094083_signal_003864_01_b_to_a||rds_oseg_rge_rc_0133243_sgn_signal_003864_rc_0133243_sgn_signal_003762_rc_0133243_signal_003864_01_a_to_b,signal_003864,2,sgn_signal_003762_rc_0094083|sgn_signal_003762_rc_0133243,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094142_rn_293381_19_99921_75_sgn_signal_003595_rc_0094142_signal_003595_01_b_to_a||rds_oseg_rge_rc_0094197_rn_293355_59_99914_81_sgn_signal_003595_rc_0094197_signal_003595_01_a_to_b,signal_003595,2,rn_293355_59_99914_81|rn_293381_19_99921_75,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094142_sgn_signal_003595_rc_0094142_sgn_signal_003409_rc_0094142_signal_003595_01_a_to_b||rds_oseg_rge_rc_0094197_sgn_signal_003595_rc_0094197_sgn_signal_003409_rc_0094197_signal_003595_01_b_to_a,signal_003595,2,sgn_signal_003409_rc_0094142|sgn_signal_003409_rc_0094197,non_true_signal,divided_physical_carriageway,1,1,0,0,TRUE,pass
all_candidates,paired_directional_ids:rds_oseg_rge_rc_0094144_rn_288083_48_99706_57_sgn_signal_003574_rc_0094144_signal_003574_01_a_to_b||rds_oseg_rge_rc_0133018_rn_288078_91_99692_75_sgn_signal_003574_rc_0133018_signal_003574_01_b_to_a,signal_003574,2,rn_288078_91_99692_75|rn_288083_48_99706_57,non_signal_intersection,divided_physical_carriageway,1,1,0,0,TRUE,pass
