decision,allowed_decisions,recommended_internal_model,scaled_poisson_available,clustered_poisson_available,fixed_alpha_nb_sensitivity_available,access_interaction_improves_fit,simplified_speed_improves_fit,remaining_sparse_category_count,stakeholder_reporting_status
access_speed_model_ready_internal_only,no_model_ready_for_interpretation|access_interaction_model_ready_internal_only|access_speed_model_ready_internal_only|robust_poisson_ready_internal_only|fixed_alpha_nb_sensitivity_only|requires_more_category_simplification,S3_access_interaction_speed_simplified with scaled and cluster-robust Poisson inference,True,True,True,True,True,0,not_ready
