check_name,passed,observed,expected
no_crash_direction_fields_read_or_used,True,False,False
source_context_assignment_data_modified,True,False,False
rankings_created,True,False,False
policy_risk_safety_language_introduced,True,False,False
active_v2_v5_inputs_used,True,active_v2_v5,active_v2_v5
additional_direction_factor_not_applied,True,used active estimated exposure already present,no additional application
baseline_model_retained_for_comparison_only,True,work\output\roadway_graph\analysis\current\crash_count_simplified_internal_model,exists
distance_band_models_fit,True,False,False
modeled_rows_active_expected,True,2967,2967
